Turnir,od,do,EventID,Organizator(i),Direktor turnira,Glavni sudac,Zamjenik glavnog suca,Sudac,Lokacija,Tempo igre,FED,State,Zadnja izmjena,ekipe,n,Rd,Rd-Akt,DB-Key,System
"Zadar Chess Festival, B-turnir, Zadar, 16.07.-23.07.2023.",20230716,20230723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lešić IA, IO [CRO] [14505258]","Emilia Djingarova, WGM, NA [SRB] [2903229]","Veljko Šagi, NA [CRO] [14528762] (ks), Magdalena Muha, NA [CRO] [14536757] (ks)","Zadar, Studentski dom Zadar 2, Put stanova 1a","90'+30""",CRO,,23.07.2023  14:23,0,154,9,9,719431,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije za 2023- juniori,20230707,20230708,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,,"Dom kulture, Đurđevac",30 minuta plus 30 sekundi,CRO,,08.07.2023  13:07,0,19,5,5,784109,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije za 2023- juniorke,20230707,20230708,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,,"Dom kulture, Đurđevac",30 minuta plus 30 sekundi,CRO,,08.07.2023  14:14,0,12,5,5,784110,Schweizer System
Super United Croatian Grand Chess Tour  === Europska konferencija trenera i edukatora,20230708,20230708,0,Kasparov Chess Foundation ; Europska šahovska akademija ; Šahovski klub e4,GM Zlatko Klarić,-,,,"Hotel Westin, Krsnjavoga 1, Zagreb",-,CRO,,07.07.2023  13:47,0,142,1,0,784973,Schweizer System
"6th International Chess Amateur Tournament, ""Solta Chess Open 2023"", Grohote, 27.06.-05.07.2023.",20230627,20230705,0,"Chess Club Brda, Split","Mateo Ivic, FM [CRO] [14504146]","Mladen Bratosevic, IA [CRO] [14506203]","Krunoslav Lesic, IA [CRO] [14505258]","Ante Tomas, NA [CRO] [14530929] (ds), Jan Kozak, NA [POL] [21064369]","Solta [CRO], Grohote, House of culture","90'+30""",CRO,,05.07.2023  14:01,0,105,9,9,710588,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 11 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Saša Stanković, 14511436","FA Stipe Lacmanović 14501309, DS Damir Mihalinec 14504260","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,27.06.2023  08:50,0,55,9,9,773825,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 13 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Nenad Dorić, 14501694","IA Ivica Leaković, 14504707, IA Andrija Babić, 14507390","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,26.06.2023  13:10,0,75,9,9,773839,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 15 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Nenad Dorić, 14501694","IA Ivica Leaković, 14504707, IA Andrija Babić, 14507390","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,26.06.2023  13:08,0,93,9,9,773837,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 7 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Saša Stanković, 14511436","FA Stipe Lacmanović 14501309, DS Damir Mihalinec 14504260","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,26.06.2023  11:42,0,18,9,9,773835,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 9 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Saša Stanković, 14511436","FA Stipe Lacmanović 14501309, DS Damir Mihalinec 14504260","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,27.06.2023  08:33,0,43,9,9,773833,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 11 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Saša Stanković, 14511436","FA Stipe Lacmanović 14501309, DS Damir Mihalinec 14504260","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,27.06.2023  08:49,0,25,9,9,773828,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 13 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Nenad Dorić, 14501694","IA Ivica Leaković, 14504707, IA Andrija Babić, 14507390","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,26.06.2023  12:43,0,32,9,9,773840,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 15 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Nenad Dorić, 14501694","IA Ivica Leaković, 14504707, IA Andrija Babić, 14507390","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,26.06.2023  12:42,0,18,9,9,773838,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 9 godina -,20230621,20230626,0,Hrvatski šahovski savez,"Ivica Brkić, 14505835","IA Vladimir Cvetnić, 14516950","IA Saša Stanković, 14511436","FA Stipe Lacmanović 14501309, DS Damir Mihalinec 14504260","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,27.06.2023  08:48,0,20,9,9,773834,Schweizer System
Pojedinačno prvenstvo Hrvatske za slijepe i slabovidne,20230620,20230626,0,HSSS,,Zoran Mijatović IA,,,,2h/40 poteza+30min do kraja partije,CRO,,26.06.2023  12:00,0,13,7,7,783106,Schweizer System
35th International Chess Tournament Open Pula 2023Grand Hotel Brioni(17.6.-18.6.) and Hotel Park Plaza Histria(19.06.-25.06.2023.),20230617,20230625,316234,"CC Pula, Pula",Valter Valkovic 14514931,IA Sulejman Islamovic 14516659,IA Kristian Valkovic 14513200,IA Igor Milovac 14535661; FA Zeljko Matkun 14510839; NA (ZS) Valter Valkovic 14514931,"Pula, Grand Hotel Brioni and Hotel Park Plaza Histria",90 minutes with 30 second increment from move 1,CRO,,25.06.2023  14:29,0,223,9,9,708232,Schweizer System
4. Prvenstvo Hrvatske za Veterane 2023.,20230620,20230624,0,Hrvatski šahovski savez  u suradnji sa ŠS županije Splitsko - dalmatinske,MK Mato Opačak,Branko Vidačković IA,Mato Opačak ds,,"Hotel ""Medena"" Trogir,Hrvatskih žrtava 185, Donji Seget.",30 min +30 sec dodatka za svaki izvršeni potez,CRO,,26.06.2023  05:05,0,21,7,7,767666,Schweizer System
GARESNICA OPEN 2023.,20230608,20230611,0,"SK Garešnica, Garešnica",Miroslav Horina,"IA Slavko Bejuk, (14517361)",,"KS Tomislav Horina (14528673-klubski sudac), KS Matija Đurica (14536463-klubski sudac)","Garešnica, Kajgana, Mjesni dom",90 minutes with 30 second increment from move 1,CRO,,11.06.2023  14:07,0,72,7,7,729225,Schweizer System
OTVORENO PRVENSTVO PGŽ  = 1. ZELENO–PLAVI OPEN,20230609,20230611,0,Šahovski savez PGŽ i ŠK Rijeka,Bojan Birk,"IA Birk, Bojan 14527677","Pijanovic, Dusan 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/2",60 min + 30 sec,CRO,,11.06.2023  15:03,0,14,6,6,777133,Schweizer System
OTVORENO PRVENSTVO PGŽ  = 13. KADETSKI I JUNIORSKI TURNIR „DANI SVETOGA VIDA“,20230610,20230611,0,Šahovski savez PGŽ i ŠK Rijeka,Bojan Birk,"IA Birk, Bojan 14527677","Pijanovic, Dusan 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/2",30 min + 30 sec,CRO,,11.06.2023  15:03,0,17,6,6,777134,Schweizer System
OTVORENO PRVENSTVO PGŽ  = 7. KADETSKI TURNIR „MOJ PRVI REJTING“,20230610,20230611,0,Šahovski savez PGŽ i ŠK Rijeka,Bojan Birk,"IA Birk, Bojan 14527677","Pijanovic, Dusan 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/2",30 min + 30 sec,CRO,,10.06.2023  13:35,0,13,5,5,777135,Schweizer System
Pojedinačno veteransko prvenstvo Zagreba 2023.,20230601,20230606,0,Zagrebački šahovski savez,Krešimir Podravec,Vid Brzica,,,"Masarykova 22/3, Zagreb",30 minuta + 30 sekundi,CRO,,06.06.2023  19:25,0,11,7,7,771004,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za juniore do 17 godina,20230521,20230604,0,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,,"Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,04.06.2023  17:45,0,24,9,9,768647,Schweizer System
Rejting turnir početnika ŠK KriževciU09,20230519,20230521,,ŠK Križevci,Igor Kudeljnjak,Borislav Vidović,,,"Križevci, prostorija kluba, Potočka 26",30 minuta plus 30 sekundi dodatka,CRO,,20.05.2023  12:18,0,10,6,6,767286,Schweizer System
Rejting turnir početnika ŠK KriževciU12,20230519,20230521,,ŠK Križevci,Igor Kudeljnjak,Borislav Vidović,,,"Križevci, prostorija kluba, Potočka 26",30 minuta plus 30 sekundi dodatka,CRO,,20.05.2023  12:19,0,8,6,6,767287,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za kadete do 11 godina,20230423,20230507,,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,"Slobodan Barkidžija KS, Borislav Ranogajec KS","Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,07.05.2023  14:26,0,33,9,9,754949,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za kadete do 9 godina,20230423,20230507,,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,"Sloboan Barkidžija KS, Borislav Ranogajec KS","Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,07.05.2023  14:30,0,28,9,9,754948,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za kadetkinje do 11 godina,20230423,20230507,,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,"Slobodan Barkidžija KS, Borislav Ranogajec KS","Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,07.05.2023  14:45,0,13,9,9,755876,Schweizer System
Pojedinačno prvenstvo Zagreba za kadete do 7 godina 2023.,20230423,20230507,,Zagrebački šahovski savez,Krešimir Podravec,Vid Brzica,,,"Masarykova 22/3, Zagreb",30 minuta + 30 sekundi,CRO,,07.05.2023  11:02,0,11,9,9,756132,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za kadete do 13 godina,20230422,20230506,,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,,"Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,06.05.2023  15:39,0,46,9,9,754950,Schweizer System
Pojedinačno prvenstvo Zagreba 2023. za kadete do 15 godina,20230422,20230506,,Zagrebački šahovski savez,Krešimir Podravec,Mate Ivančić,Josip Bandur,,"Zagreb,  Dom sportova (dvorana za šah i bridge)",30min+30sek po potezu,CRO,,06.05.2023  15:47,0,38,9,9,754953,Schweizer System
"“VRSAR OPEN 2023""",20230425,20230501,,,"Lovrinić, Vlatko (CRO) [14574713]","IA Dorić, Nenad (CRO) [14501694]",,,"Vrsar (CRO), Sportska dvorana Saline",90 minutes with 30 second increment from move 1,CRO,,01.05.2023  13:35,0,36,9,9,734526,Schweizer System
Otvoreno kadetsko prvenstvo Dubrovnika 2023,20230428,20230430,,Šahovski klub Dubrovnik,Vlaho Zlošilo,Predrag Zerdo,,,"Dubrovnik, Liechtensteinov put 12",30' + 30'',CRO,,30.04.2023  17:23,0,23,7,7,759274,Schweizer System
Ivanečki vitezovi 2023 - A turnir,20230224,20230428,,Šahovski klub Ivanec,Željko Črepinko,"Križanić Predrag, županijski sudac",,,Horvatsko kod Ivanca,30 min + 30 sek,CRO,,28.04.2023  21:19,0,27,6,6,732259,Schweizer System
Ivanečki vitezovi 2023 - B turnir,20230224,20230428,,Šahovski klub Ivanec,Željko Črepinko,"Križanić Predrag, županijski sudac",,"Hojsak Mladen, klupski sudac",Horvatsko kod Ivanca,30 min + 30 sek,CRO,,28.04.2023  20:50,0,23,6,6,732257,Schweizer System
24. prvenstvo mladih OBŽ - kadetski turnir do 11 godina,20230421,20230423,,,Renato Vince,"Zdravko Birovljević, IA","Renato Vince, DS","Andrej Meško, KS","Valpovo, hotel ""Villa Valpovo""",30 minuta fiksnog vremena + dodatak od 30 sekundi za svaki potez,CRO,,23.04.2023  19:35,0,36,9,9,754837,Schweizer System
24. prvenstvo mladih OBŽ _  juniorsko prvenstvo,20230421,20230423,,,Renato Vince,"Zdravko Birovljević, IA","Renato Vince, DS","Andrej Meško, KS","Valpovo, hotel ""Villa Valpovo""",30 minuta fiksnog vremena + dodatak od 30 sekundi za svaki potez,CRO,,23.04.2023  19:35,0,12,9,9,754832,Schweizer System
24. prvenstvo mladih OBŽ _ kadetski turnir do 15 godina,20230421,20230423,,,Renato Vince,"Zdravko Birovljević, IA","Renato Vince, DS","Andrej Meško, KS","Valpovo, hotel ""Villa Valpovo""",30 minuta fiksnog vremena + dodatak od 30 sekundi za svaki potez,CRO,,23.04.2023  19:35,0,41,9,9,754835,Schweizer System
Kadetsko prvenstvo Koprivničko-križevačke županije za 2023-kadeti do 11 godina,20230422,20230423,,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS","Goran Martić, ŽS","Ivan Baruškin, ŽS Petrica Koštić, KS","Starigrad, Društveni dom",30 minuta plus 30 sekundi,CRO,,23.04.2023  15:10,0,13,5,5,748295,Schweizer System
Kadetsko prvenstvo Koprivničko-križevačke županije za 2023-kadeti do 13 godina,20230422,20230423,,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS","Goran Martić, ŽS","Ivan Baruškin, ŽS Petrica Koštić, KS","Starigrad, Društveni dom",30 minuta plus 30 sekundi,CRO,,23.04.2023  15:15,0,12,5,5,748289,Schweizer System
Kadetsko prvenstvo Koprivničko-križevačke županije za 2023-kadeti do 9 godina,20230422,20230423,,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS","Goran Martić, ŽS","Ivan Baruškin, ŽS Petrica Koštić, KS","Starigrad, Društveni dom",30 minuta plus 30 sekundi,CRO,,23.04.2023  15:06,0,10,5,5,748321,Schweizer System
Kadetsko prvenstvo Koprivničko-križevačke županije za 2023-kadetkinje do 11 godina,20230422,20230423,,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS","Goran Martić, ŽS","Ivan Baruškin, ŽS Petrica Koštić, KS","Starigrad, Društveni dom",30 minuta plus 30 sekundi,CRO,,23.04.2023  15:12,0,11,5,5,748305,Schweizer System
Varaždinsko proljeće 2023 - B turnir U16,20230413,20230415,,ŠD Varaždin,Miroslav Smuđ,Miroslav Smuđ žs,,Vladimir Hanjš ds,Varaždin,30'+30'' zasvaki odigrani potez,CRO,,16.04.2023  23:11,0,23,6,6,736093,Schweizer System
Varaždinsko proljeće 2023 - C turnir U12,20230413,20230415,,ŠD Varaždin,Miroslav Smuđ,Miroslav Smuđ žs,,Pavlović Franjo žs,Varaždin,30'+30'' zasvaki odigrani potez,CRO,,16.04.2023  23:10,0,33,6,6,736095,Schweizer System
Varaždinsko proljeće 2023 - E turnir seniori,20230413,20230415,,ŠD Varaždin,Miroslav Smuđ,Miroslav Smuđ,,Predrag Križanić,Varaždin,30'+30'' zasvaki odigrani potez,CRO,,16.04.2023  23:11,0,25,6,6,736102,Schweizer System
Kadetsko prvenstvo ŠK Knez Mislav Podstrana,20230411,20230413,,ŠK Knez Mislav,Mario Tomasović,Ivo Ivanković,,,Strožanac,30 + 30,CRO,,13.04.2023  11:01,0,14,9,9,752184,Schweizer System
"PRVENSTVO ŠIBENIKA 2023-""B"" Turnir",20230213,20230313,,"ŠK""ŠIBENIK"", suorganizatori: ŠSŽŠK, Mireo d.o.o., NP KRKA",Miro Tesla,"Stipe Lacmanović, FA",,,Šibenik,90 min. za cijelu partiju plus 30. sec. za svaki odigrani potez,CRO,,14.03.2023  13:34,0,26,9,9,729042,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo VSŽ 2023., Kadeti (U16),Štitar, 11.-12.03.2023.",20230311,20230312,,"ŠS VSŽ i ŠK Šahovski centar Nexus, Županja","Krunoslav Lešić, IO, IA [14505258]","Krunoslav Lešić, IA, IO [14505258]","Ivan Dujić, NA [14574829], županijski sudac","Sanja Konjević, NA [14593076], klupski sudac","Štitar, Dom kulture, J. J. Strossmayera 36","30'+30""",CRO,,12.03.2023  14:30,0,22,6,6,738032,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo VSŽ 2023., Mlađi kadeti (U12),Štitar, 11.-12.03.2023.",20230311,20230312,,"ŠS VSŽ i ŠK Šahovski centar Nexus, Županja","Krunoslav Lešić, IO, IA [14505258]","Krunoslav Lešić, IA, IO [14505258]","Ivan Dujić, NA [14574829], županijski sudac","Sanja Konjević, NA [14593076], klupski sudac","Štitar, Dom kulture, J. J. Strossmayera 36","30'+30""",CRO,,12.03.2023  14:17,0,40,6,6,738031,Schweizer System
"Otvoreno pojedinačno prvenstvo ŠK ""Crikvenica""",20230220,20230307,,"ŠK ""Crikvenica""",Nikola Sundać,Nenad Jurman,,,"Crikvenica, Vinodolska 1",60 min + 30 sec,CRO,,17.03.2023  17:00,0,16,7,7,729822,Schweizer System
"4. Međunarodni šahovski festival mladih ŠS VSŽ- Open U12,Štitar, 04.03.-05.03.2023.",20230304,20230305,,"ŠS VSŽ i ŠK Šahovski centar Nexus, Županja","Krunoslav Lešić, IO, IA [14505258]","Krunoslav Lešić, IA, IO [14505258]","Ivan Dujić, NA [14574829], županijski sudac","Sanja Konjević, NA [14593076], klupski sudac","Štitar, Dom kulture","60'+30""",CRO,,05.03.2023  17:22,0,46,6,6,724593,Schweizer System
"4. Međunarodni šahovski festival mladih ŠS VSŽ- Open U16,Štitar, 04.03.-05.03.2023.",20230304,20230305,,"ŠS VSŽ i ŠK Šahovski centar Nexus, Županja","Krunoslav Lešić, IO, IA [14505258]","Krunoslav Lešić, IA, IO [14505258]","Ivan Dujić, NA [14574829], županijski sudac","Sanja Konjević, NA [14593076], klupski sudac","Štitar, Dom kulture","60'+30""",CRO,,05.03.2023  18:26,0,34,6,6,724594,Schweizer System
Pojedinačno prvenstvo Šahovskog kluba Petar Sedlar Pepe 2023,20230212,20230303,,Šahovski klub Petar Sedlar Pepe,Ivica Brkić 14505835,Ivo Ivanković 14504138,,,Kaštel Novi,90 minuta za partiju + 30 sekundi po odigranom potezu,CRO,,03.03.2023  19:47,0,14,9,9,733336,Schweizer System
"IX Memorijal ""Nereo Butković""",20230130,20230227,,ŠK.Pula,Valter Valković,Zoran Mijatović IA,Valter Valković NA (ŽS),,Pula,90min+30sec/move,CRO,,27.02.2023  22:06,0,21,9,9,719450,Schweizer System
ZATVORENO SENIORSKO ŠAHOVSKO PRVENSTVO VSŽ ZA 2023. GODINU,20230224,20230226,,ŠS VSŠ I ŠK Komletinci,Mato Carić,"Anto Majić, FA",,,"Komletinci, sala DVD-a, Josipa Kozarca 53A",30 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,26.02.2023  12:35,0,33,7,7,724292,Schweizer System
ZATVORENO SENIORSKO ŠAHOVSKO PRVENSTVO VSŽ ZA 2023. GODINU,20230224,20230226,,ŠS VSŠ I ŠK Komletinci,Mato Carić,"Anto Majić, FA",,,"Komletinci, sala DVD-a, Josipa Kozarca 53A",30 min. fiksnog vremena po igraču + dodatak od 30 sec. za svaki završeni potez počevši od prvoga,CRO,,27.02.2023  09:18,0,33,7,7,735072,Schweizer System
2. Otvoreno prvenstvo ŠK Brda,20230219,20230225,,ŠK Brda Split,Mateo Ivić,Vladimir Cvetnić IA,Mateo Ivić KS,,"Split, Šimićeva 52",90 minuta + 30 sekundi za svaki odigrani potez,CRO,,25.02.2023  20:28,0,29,7,7,717763,Schweizer System
Pojedinačno kadetsko prvenstvo Zagrebačke županije za 2023 U11 M,20230218,20230219,,ŠK Polet Buševec,Kos Bruno,Kos Bruno ks,Zlatko Rožić žs,Marijan Rožić ks,"ŠK Polet Buševec Zvrnik1 ,Buševec",30 min + 30 sec/pot,CRO,,18.02.2023  14:04,0,12,5,5,726374,Schweizer System
Pojedinačno kadetsko prvenstvo Zagrebačke županije za 2023 U11 Ž,20230218,20230219,,ŠK Polet Buševec,Kos Bruno,Kos Bruno ks,Zlatko Rožić žs,Marijan Rožić ks,"ŠK Polet Buševec Zvrnik1 ,Buševec",30 min + 30 sec/pot,CRO,,18.02.2023  14:17,0,8,5,5,726375,Schweizer System
Pojedinačno kadetsko prvenstvo Zagrebačke županije za 2023 U13 M,20230218,20230219,,ŠK Polet Buševec,Kos Bruno,Kos Bruno ks,Zlatko Rožić žs,Marijan Rožić ks,"ŠK Polet Buševec Zvrnik1 ,Buševec",30 min + 30 sec/pot,CRO,,18.02.2023  19:29,0,20,5,5,726372,Schweizer System
Pojedinačno kadetsko prvenstvo Zagrebačke županije za 2023 U13 Ž,20230218,20230219,,ŠK Polet Buševec,Kos Bruno,Kos Bruno ks,Zlatko Rožić žs,Marijan Rožić ks,"ŠK Polet Buševec Zvrnik1 ,Buševec",30 min + 30 sec/pot,CRO,,19.02.2023  12:10,0,7,5,5,726373,Schweizer System
Pojedinačno kadetsko prvenstvo Zagrebačke županije za 2023 U15 M,20230218,20230219,,ŠK Polet Buševec,Kos Bruno,Kos Bruno ks,Zlatko Rožić žs,Marijan Rožić ks,"ŠK Polet Buševec Zvrnik1 ,Buševec",30 min + 30 sec/pot,CRO,,19.02.2023  14:38,0,16,5,5,726370,Schweizer System
Pojedinačno seniorsko  prvenstvo ŠK Križevci za 2023. godinu,20230204,20230219,,Šahovski klub Križevci,Borislav Vidović,"Goran Martić, ŽS",,,"Križevci, prostorija Kluba",60. minuta plus 30 sekundi,CRO,,19.02.2023  12:19,0,9,6,6,719765,Schweizer System
Prvenstvo PGŽ za 2023.g. -  Kadeti i kadetkinje do 11 god,20230218,20230219,,ŠK Rijeka i ŠSPGŽ,Ivan Mandekić,"IA Birk, Bojan 14527677","NA Pijanovic, Dusan 14514117",,Rijeka,30 min + 30 sec,CRO,,19.02.2023  13:35,0,11,6,6,730917,Schweizer System
Prvenstvo PGŽ za 2023.g. -  Kadeti i kadetkinje do 13 god,20230218,20230219,,ŠK Rijeka i ŠSPGŽ,Ivan Mandekić,"IA Birk, Bojan 14527677","NA Pijanovic, Dusan 14514117",,Rijeka,30 min + 30 sec,CRO,,19.02.2023  13:07,0,8,6,6,730916,Schweizer System
